"","Site","Logger","Winter","UniqueLoggerWinter","DateTime","TempC","MAST","DistEntrM","SiteType","ElevM","TPI","CHILI","PercTree","SnowDays","SWE","gwDepthM"
"59",106,"A113Z",2015,"A113Z.2015","2016-01-03 17:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"60",106,"A113Z",2015,"A113Z.2015","2015-12-24 13:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"61",106,"A113Z",2015,"A113Z.2015","2015-12-17 13:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"62",106,"A113Z",2015,"A113Z.2015","2016-01-13 09:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"63",106,"A113Z",2015,"A113Z.2015","2016-02-04 13:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"64",106,"A113Z",2015,"A113Z.2015","2016-01-29 11:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"65",106,"A113Z",2015,"A113Z.2015","2016-01-16 15:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"66",106,"A113Z",2015,"A113Z.2015","2016-01-26 09:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"67",106,"A113Z",2015,"A113Z.2015","2016-01-10 01:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"68",106,"A113Z",2015,"A113Z.2015","2016-01-11 03:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"69",106,"A113Z",2015,"A113Z.2015","2015-12-29 19:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"70",106,"A113Z",2015,"A113Z.2015","2016-01-06 05:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"71",106,"A113Z",2015,"A113Z.2015","2015-12-25 11:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"72",106,"A113Z",2015,"A113Z.2015","2016-01-21 03:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"73",106,"A113Z",2015,"A113Z.2015","2016-02-10 11:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"74",106,"A113Z",2015,"A113Z.2015","2016-01-22 17:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"75",106,"A113Z",2015,"A113Z.2015","2015-12-12 09:29:01",8.113,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"76",106,"A113Z",2015,"A113Z.2015","2016-01-18 03:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"77",106,"A113Z",2015,"A113Z.2015","2016-01-07 13:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"78",106,"A113Z",2015,"A113Z.2015","2016-01-07 01:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"79",106,"A113Z",2015,"A113Z.2015","2016-02-23 21:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"80",106,"A113Z",2015,"A113Z.2015","2016-02-17 17:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"81",106,"A113Z",2015,"A113Z.2015","2016-02-13 23:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"82",106,"A113Z",2015,"A113Z.2015","2016-02-13 01:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"83",106,"A113Z",2015,"A113Z.2015","2015-12-21 09:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"84",106,"A113Z",2015,"A113Z.2015","2016-02-01 09:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"85",106,"A113Z",2015,"A113Z.2015","2016-01-02 13:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"86",106,"A113Z",2015,"A113Z.2015","2015-12-07 15:29:01",8.113,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"87",106,"A113Z",2015,"A113Z.2015","2015-12-08 23:29:01",8.113,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"88",106,"A113Z",2015,"A113Z.2015","2016-02-02 19:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"89",106,"A113Z",2015,"A113Z.2015","2015-12-30 03:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"90",106,"A113Z",2015,"A113Z.2015","2016-01-04 21:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"91",106,"A113Z",2015,"A113Z.2015","2015-12-29 17:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"92",106,"A113Z",2015,"A113Z.2015","2015-12-01 17:29:01",8.113,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"93",106,"A113Z",2015,"A113Z.2015","2016-02-14 23:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"94",106,"A113Z",2015,"A113Z.2015","2015-12-16 05:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"95",106,"A113Z",2015,"A113Z.2015","2016-01-30 03:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
"96",106,"A113Z",2015,"A113Z.2015","2016-01-17 13:29:01",7.612,8.36135101318359,NA,"Mine",352,-46.4097276324468,191,66,6,1.06164455413818,20.622615814209
